Numero Ticket;ItemID;Item;Resumen;Ubicacion;Service Desk;Modo de reporte;Estado;Fecha Creacion;Fecha Termino;Fecha Cierre;Prioridad
WO0000005434225;108;FOCO FLOURESCENTES;CAMBIAR;MALL AVENTURA PLAZA SANTA ANITA - 191118;Zona Sur;Web HD;Cerrado;2024-07-23;27-07-24;30/07/2024;3
WO0000005434239;244;TELEVISION CABLE;INSTALAR;PERU - 191056;Zona Centro;Web HD;Cerrado;2024-07-23;06-08-24;09/08/2024;3
WO0000005434240;192;PUERTA/MAMPARA BRAZO HIDRAULICO;REPARAR;EMANCIPACION - 191054;Zona Sur;Web HD;Cerrado;2024-07-23;24-07-24;27/07/2024;3
WO0000005434265;215;SENSOR DE MAMPARA;REPARAR;LAS MALVINAS - 191076;Zona Centro;Web HD;Cerrado;2024-07-23;23-07-24;26/07/2024;3
WO0000005434266;154;OFICINA;FUMIGAR;LARAPA - 285005;Zona Norte;Web HD;Cerrado;2024-07-23;04-08-24;06/08/2024;3
WO0000005434267;252;TUBERIA DE DESAGUE;REPARAR;JAUREGUI - 405005;Zona Norte;Web HD;Rechazado;2024-07-23;;;3
WO0000005434269;111;GRIFERIA;REVISAR;AYACUCHO - 220000;Zona Sur;Web HD;Cerrado;2024-07-23;27-07-24;30/07/2024;3
WO0000005434279;56;CONTADOR DE BILLETES;REPARAR;LA NEGRITA - 215004;Zona Norte;Web HD;Cerrado;2024-07-23;05-08-24;08/08/2024;3
WO0000005434284;221;SILLAS;LIMPIAR;EDUARDO DE HABICH - 191023;Zona Centro;Web HD;Cerrado;2024-07-23;23-07-24;26/07/2024;3
WO0000005434286;188;PUERTA / MAMPARA;REPARAR;EDUARDO DE HABICH - 191023;Zona Centro;Web HD;Cerrado;2024-07-23;23-07-24;26/07/2024;3
WO0000005434288;57;CONTADOR DE MONEDAS;REPARAR;URB SAN FELIPE COMAS - 191053;Zona Centro;Web HD;Cerrado;2024-07-23;27-07-24;30/07/2024;3
WO0000005434289;92;ESCRITORIO;REPARAR;EDUARDO DE HABICH - 191023;Zona Centro;Web HD;Cerrado;2024-07-23;23-07-24;26/07/2024;3
WO0000005434701;198;PULSADOR INALAMBRICO;REPARAR;ICA - 380000;Zona Sur;Web HD;Cerrado;2024-07-23;29-07-24;01/08/2024;3
WO0000005434703;74;DISPENSADOR DE JABON LIQUIDO;REPARAR;URUBAMBA - 285009;Zona Norte;Web HD;Cerrado;2024-07-23;31-07-24;03/08/2024;3
WO0000005434742;56;CONTADOR DE BILLETES;REPARAR;PLAZA CIVICA VENTANILLA - 192026;Zona Centro;Web HD;Cerrado;2024-07-23;08-08-24;11/08/2024;3
WO0000005434744;108;FOCO FLOURESCENTES;REVISAR;VENEZUELA - 191026;Zona Sur;Web HD;Cerrado;2024-07-23;24-07-24;27/07/2024;3
WO0000005434748;218;SE ALETICA INTERNA;REPONER;PROCERES - 191120;Zona Centro;Web HD;Cerrado;2024-07-23;27-07-24;30/07/2024;3
WO0000005434755;123;INODOROS;REVISAR;PROCERES - 191120;Zona Centro;Web HD;Cerrado;2024-07-23;29-07-24;01/08/2024;3
WO0000005434758;74;DISPENSADOR DE JABON LIQUIDO;REPARAR;PROCERES - 191120;Zona Centro;Web HD;Rechazado;2024-07-23;;;3
WO0000005434768;180;PORTA AFICHES;REPARAR;PROCERES - 191120;Zona Centro;Web HD;Cerrado;2024-07-23;29-07-24;01/08/2024;3
WO0000005434773;130;LAVATORIO;REPARAR;LA RAMBLA BRASIL - 191166;Zona Sur;Web HD;Cerrado;2024-07-23;23-07-24;26/07/2024;3
WO0000005434778;65;CREDENZA CERRADURA;REEMPLAZAR;LOS DAMASCOS - 193038;Zona Sur;Web HD;Cerrado;2024-07-23;23-07-24;26/07/2024;3
WO0000005434796;57;CONTADOR DE MONEDAS;REPARAR;PERU - 191056;Zona Centro;Web HD;Cerrado;2024-07-23;03-08-24;06/08/2024;3
WO0000005435215;64;CREDENZA;REPARAR;ALFONSO UGARTE - 191089;Zona Sur;Web HD;Cerrado;2024-07-23;23-07-24;26/07/2024;3
WO0000005435216;43;CAJONERA CERRADURA;REEMPLAZAR;ALFONSO UGARTE - 191089;Zona Sur;Web HD;Cerrado;2024-07-23;23-07-24;26/07/2024;3
WO0000005435218;43;CAJONERA CERRADURA;REEMPLAZAR;ALFONSO UGARTE - 191089;Zona Sur;Web HD;Cerrado;2024-07-23;23-07-24;26/07/2024;3
WO0000005435219;41;CAJONERA;REPARAR;ALFONSO UGARTE - 191089;Zona Sur;Web HD;Cerrado;2024-07-23;23-07-24;26/07/2024;3
WO0000005435222;43;CAJONERA CERRADURA;REEMPLAZAR;ALFONSO UGARTE - 191089;Zona Sur;Web HD;Cerrado;2024-07-23;23-07-24;26/07/2024;3
WO0000005435233;171;PISOS;RESANAR;IMPERIAL - 255001;Zona Sur;Web HD;Cerrado;2024-07-23;10-08-24;13/08/2024;3
WO0000005435251;138;LOCKER CERRADURA;DUPLICADO DE LLAVE;UNIPLAZA - 191019;Zona Centro;Web HD;Cerrado;2024-07-23;30-07-24;02/08/2024;3
WO0000005435253;191;PUERTA/MAMPARA BISAGRA;REPARAR;SAN ROMAN - 405003;Zona Norte;Web HD;Cerrado;2024-07-23;04-08-24;07/08/2024;3
WO0000005435255;28;CABLE DE SEGURIDAD;APERTURAR;PROCERES - 191120;Zona Centro;Web HD;Cerrado;2024-07-23;29-07-24;01/08/2024;3
WO0000005435257;193;PUERTA/MAMPARA FRENO HIDRAULICO;REPARAR;SAN ROMAN - 405003;Zona Norte;Web HD;Cerrado;2024-07-23;15-08-24;18/08/2024;3
WO0000005435258;120;INDECI;REALIZAR MANTENIMIENTO REGULATORIO;CAYMA - 215002;Zona Norte;Web HD;Cerrado;2024-07-23;13-08-24;16/08/2024;3
WO0000005435261;188;PUERTA / MAMPARA;REPARAR;NARANJAL - 191141;Zona Centro;Web HD;Cerrado;2024-07-23;23-07-24;26/07/2024;3
WO0000005435262;106;FOCO AHORRADOR;REVISAR;NARANJAL - 191141;Zona Centro;Web HD;Cerrado;2024-07-23;23-07-24;26/07/2024;3
WO0000005435266;188;PUERTA / MAMPARA;REPARAR;NARANJAL - 191141;Zona Centro;Web HD;Cerrado;2024-07-23;23-07-24;26/07/2024;3
WO0000005435267;123;INODOROS;REVISAR;NARANJAL - 191141;Zona Centro;Web HD;Cerrado;2024-07-23;23-07-24;26/07/2024;3
WO0000005435268;188;PUERTA / MAMPARA;REPARAR;NARANJAL - 191141;Zona Centro;Web HD;Cerrado;2024-07-23;23-07-24;26/07/2024;3
WO0000005435271;188;PUERTA / MAMPARA;REPARAR;NARANJAL - 191141;Zona Centro;Web HD;Cerrado;2024-07-23;23-07-24;26/07/2024;3
WO0000005435274;237;TACHO;REPARAR;NARANJAL - 191141;Zona Centro;Web HD;Cerrado;2024-07-23;23-07-24;26/07/2024;3
WO0000005435275;108;FOCO FLOURESCENTES;CAMBIAR;NARANJAL - 191141;Zona Centro;Web HD;Cerrado;2024-07-23;23-07-24;26/07/2024;3
WO0000005435276;56;CONTADOR DE BILLETES;REPARAR;CAÃ‘ETE - 255000;Zona Sur;Web HD;Rechazado;2024-07-23;;;3
WO0000005435279;146;MODULOS;REPARAR;SAN ROMAN - 405003;Zona Norte;Web HD;Cerrado;2024-07-23;03-08-24;06/08/2024;3
WO0000005435765;225;SIRENA;REPARAR;HUAYCAN - 191085;Zona Sur;Web HD;Cerrado;2024-07-23;25-07-24;28/07/2024;3
WO0000005435769;41;CAJONERA;REPARAR;CENTRO CIVICO - 191105;Zona Sur;Web HD;Cerrado;2024-07-23;24-07-24;27/07/2024;3
WO0000005435775;57;CONTADOR DE MONEDAS;REPARAR;LA PLANICIE - 193045;Zona Sur;Web HD;Rechazado;2024-07-23;;;3
WO0000005435778;197;PULSADOR DE ASALTO;REPARAR;HUAYCAN - 191085;Zona Sur;Web HD;Cerrado;2024-07-23;25-07-24;28/07/2024;3
WO0000005436013;146;MODULOS;REPARAR;CENTRO CIVICO - 191105;Zona Sur;Web HD;Cerrado;2024-07-23;24-07-24;27/07/2024;3
WO0000005436050;15;ATM;REVISAR;MOLICENTRO - 193004;Zona Sur;Web HD;Cerrado;2024-07-23;30-07-24;02/08/2024;3
WO0000005436054;56;CONTADOR DE BILLETES;REPARAR;LA FONTANA - 193054;Zona Sur;Web HD;Rechazado;2024-07-23;;;3
WO0000005436055;15;ATM;REVISAR;MOLICENTRO - 193004;Zona Sur;Web HD;Rechazado;2024-07-23;;;3
WO0000005436059;218;SE ALETICA INTERNA;REPONER;EMANCIPACION - 191054;Zona Sur;Web HD;Cerrado;2024-07-23;31-07-24;03/08/2024;3
WO0000005436070;225;SIRENA;REPARAR;HUAYCAN - 191085;Zona Sur;Web HD;Rechazado;2024-07-23;;;3
WO0000005436386;;NULL;NULL;C.B. FIORI - 191088;Zona Centro;CORREO ELECTRONICO;Cerrado;2024-07-23;27-07-24;30/07/2024;2
WO0000005436521;154;OFICINA;FUMIGAR;MOLICENTRO - 193004;Zona Sur;Web HD;Rechazado;2024-07-24;;;3
WO0000005437049;214;SENSOR DE ANIEGO;REPARAR;VITARTE - 191043;Zona Sur;Web HD;Cerrado;2024-07-24;24-07-24;27/07/2024;3
WO0000005437052;55;CONTACTO MAGNETICO;REPARAR;PARQUE INDUSTRIAL (AREQUIPA) - 215005;Zona Norte;Web HD;Cerrado;2024-07-24;27-07-24;30/07/2024;3
WO0000005437053;215;SENSOR DE MAMPARA;REPARAR;MENDIOLA - 191078;Zona Centro;Web HD;Cerrado;2024-07-24;24-07-24;27/07/2024;3
WO0000005437057;214;SENSOR DE ANIEGO;REPARAR;CENTRO CIVICO - 191105;Zona Sur;Web HD;Cerrado;2024-07-24;24-07-24;27/07/2024;3
WO0000005437142;5;AIRE ACONDICIONADO;REPARAR;BELAUNDE - 191018;Zona Centro;Web HD;Cerrado;2024-07-24;12-08-24;15/08/2024;3
WO0000005437161;138;LOCKER CERRADURA;APERTURAR;CUSCO - 285000;Zona Norte;Web HD;Rechazado;2024-07-24;;;3
WO0000005437164;125;INTERCOMUNICADOR;REVISAR;AREQUIPA - 215000;Zona Norte;Web HD;Cerrado;2024-07-24;29-07-24;01/08/2024;3
WO0000005437611;190;PUERTA / MAMPARA CERRADURA;REEMPLAZAR;AREQUIPA - 215000;Zona Norte;Web HD;Cerrado;2024-07-24;07-08-24;10/08/2024;3
WO0000005437614;154;OFICINA;FUMIGAR;ICA - 380000;Zona Sur;Web HD;Cerrado;2024-07-24;03-08-24;06/08/2024;3
WO0000005437615;57;CONTADOR DE MONEDAS;REPARAR;EDUARDO DE HABICH - 191023;Zona Centro;Web HD;Cerrado;2024-07-24;29-07-24;01/08/2024;3
WO0000005437617;154;OFICINA;FUMIGAR;PISCO - 470000;Zona Sur;Web HD;Cerrado;2024-07-24;03-08-24;06/08/2024;3
WO0000005437619;154;OFICINA;FUMIGAR;AYACUCHO - 220000;Zona Sur;Web HD;Cerrado;2024-07-24;03-08-24;06/08/2024;3
WO0000005437622;154;OFICINA;FUMIGAR;CHACLACAYO - 191074;Zona Sur;Web HD;Cerrado;2024-07-24;03-08-24;06/08/2024;3
WO0000005437623;154;OFICINA;FUMIGAR;SANTA ANITA - 191052;Zona Sur;Web HD;Cerrado;2024-07-24;03-08-24;06/08/2024;3
WO0000005437636;53;COMEDOR;LIMPIAR;CHINCHA - 315000;Zona Sur;Web HD;Cerrado;2024-07-24;29-07-24;01/08/2024;3
WO0000005437639;53;COMEDOR;LIMPIAR;EL CARMEN - 315001;Zona Sur;Web HD;Cerrado;2024-07-24;30-07-24;02/08/2024;3
WO0000005437659;232;TABLERO ELECTRICO;REVISAR;CANTO GRANDE - 191096;Zona Centro;Web HD;Cerrado;2024-07-24;25-07-24;28/07/2024;3
WO0000005437668;255;UPS / ESTABILIZADOR;REVISAR;AREQUIPA - 215000;Zona Norte;Web HD;Rechazado;2024-07-24;;;3
WO0000005437670;5;AIRE ACONDICIONADO;REPARAR;PUENTE PIEDRA - 191035;Zona Centro;Web HD;Cerrado;2024-07-24;03-08-24;06/08/2024;3
WO0000005437687;154;OFICINA;FUMIGAR;SAN MARTIN DE PORRES - 191021;Zona Centro;Web HD;Cerrado;2024-07-24;11-08-24;14/08/2024;3
WO0000005437698;108;FOCO FLOURESCENTES;CAMBIAR;ALFONSO UGARTE - 191089;Zona Sur;Web HD;Cerrado;2024-07-24;24-07-24;27/07/2024;3
WO0000005437825;131;LECTOR BIOMETRICO;REPORTE - HARDWARE;LOS DAMASCOS - 193038;Zona Sur;TELEFONO;Cerrado;2024-07-24;27-07-24;30/07/2024;3
WO0000005438205;232;TABLERO ELECTRICO;REVISAR;SAN JUAN DE LURIGANCHO - 191017;Zona Centro;Web HD;Cerrado;2024-07-24;31-07-24;03/08/2024;3
WO0000005438233;29;CABLE VGA;REEMPLAZAR;CAÃ‘ETE - 255000;Zona Sur;Web HD;Cerrado;2024-07-24;29-07-24;01/08/2024;2
WO0000005438270;249;TOMACORRIENTES;REVISAR;COLONIAL - 192035;Zona Sur;Web HD;Cerrado;2024-07-24;29-07-24;01/08/2024;3
WO0000005438273;172;PISOS PORCELANATO;RESANAR;COLONIAL - 192035;Zona Sur;Web HD;Cerrado;2024-07-24;06-08-24;09/08/2024;3
WO0000005438276;87;ESCALERA;REPARAR;COLONIAL - 192035;Zona Sur;Web HD;Cerrado;2024-07-24;14-08-24;17/08/2024;3
WO0000005438700;13;ASCENSOR DISCAPACITADO;REVISAR;PROCERES - 191120;Zona Centro;Web HD;Cerrado;2024-07-24;04-08-24;07/08/2024;3
WO0000005438709;113;GRUPO ELECTROGENO;ALQUILER;CAQUETA - 191091;Zona Centro;Web HD;Rechazado;2024-07-24;;;3
WO0000005438714;163;PARED;PINTAR;SICUANI - 533000;Zona Norte;Web HD;Cerrado;2024-07-24;27-07-24;30/07/2024;3
WO0000005438715;43;CAJONERA CERRADURA;REEMPLAZAR;PUENTE PIEDRA - 191035;Zona Centro;Web HD;Cerrado;2024-07-24;24-07-24;27/07/2024;3
WO0000005438721;57;CONTADOR DE MONEDAS;REPARAR;HUAYCAN - 191085;Zona Sur;Web HD;Cerrado;2024-07-24;01-08-24;04/08/2024;3
WO0000005438723;57;CONTADOR DE MONEDAS;REPARAR;HUAYCAN - 191085;Zona Sur;Web HD;Cerrado;2024-07-24;01-08-24;04/08/2024;3
WO0000005438724;41;CAJONERA;REPARAR;PUENTE PIEDRA - 191035;Zona Centro;Web HD;Cerrado;2024-07-24;24-07-24;27/07/2024;3
WO0000005438725;123;INODOROS;REVISAR;PUENTE PIEDRA - 191035;Zona Centro;Web HD;Cerrado;2024-07-24;24-07-24;27/07/2024;3
WO0000005438726;43;CAJONERA CERRADURA;REEMPLAZAR;SANTO DOMINGO - 191036;Zona Centro;Web HD;Cerrado;2024-07-24;24-07-24;27/07/2024;3
WO0000005438774;225;SIRENA;REPARAR;MARISCAL CACERES - 220002;Zona Sur;Web HD;Cerrado;2024-07-24;07-08-24;10/08/2024;3
WO0000005438786;130;LAVATORIO;REPARAR;ICA - 380000;Zona Sur;Web HD;Rechazado;2024-07-24;;;3
WO0000005438791;130;LAVATORIO;REPARAR;ICA - 380000;Zona Sur;Web HD;Rechazado;2024-07-24;;;3
WO0000005438797;122;INODORO TANQUE DE AGUA;REVISAR;ICA - 380000;Zona Sur;Web HD;Rechazado;2024-07-24;;;3
WO0000005439120;154;OFICINA;FUMIGAR;CAILLOMA - 191098;Zona Sur;Web HD;Cerrado;2024-07-24;03-08-24;06/08/2024;3
WO0000005439127;74;DISPENSADOR DE JABON LIQUIDO;REPARAR;VENEZUELA - 191026;Zona Sur;Web HD;Cerrado;2024-07-24;24-07-24;27/07/2024;3
WO0000005439129;108;FOCO FLOURESCENTES;CAMBIAR;VENEZUELA - 191026;Zona Sur;Web HD;Cerrado;2024-07-24;24-07-24;27/07/2024;3
WO0000005439130;74;DISPENSADOR DE JABON LIQUIDO;REPARAR;EMANCIPACION - 191054;Zona Sur;Web HD;Cerrado;2024-07-24;24-07-24;27/07/2024;3
WO0000005439162;106;FOCO AHORRADOR;CAMBIAR;MALL AVENTURA PLAZA SANTA ANITA - 191118;Zona Sur;Web HD;Rechazado;2024-07-24;;;3
WO0000005439172;43;CAJONERA CERRADURA;REEMPLAZAR;MEGA PLAZA - 191010;Zona Centro;Web HD;Cerrado;2024-07-24;30-07-24;02/08/2024;3
WO0000005439173;172;PISOS PORCELANATO;RESANAR;MALL AVENTURA PLAZA SANTA ANITA - 191118;Zona Sur;Web HD;Cerrado;2024-07-24;03-08-24;06/08/2024;3
WO0000005439175;69;DETECTOR DE BILLETES;REPARAR;SANTA ANITA - 191052;Zona Sur;Web HD;Cerrado;2024-07-24;30-07-24;02/08/2024;3
WO0000005439182;56;CONTADOR DE BILLETES;REPARAR;SANTA ANITA - 191052;Zona Sur;Web HD;Rechazado;2024-07-24;;;3
WO0000005439197;59;CORTE DE ENERGIA;REVISAR;CHIMPU OCLLO - 191113;Zona Centro;Web HD;Cerrado;2024-07-24;10-08-24;13/08/2024;3
WO0000005439622;43;CAJONERA CERRADURA;REEMPLAZAR;SAN MARTIN DE PORRES - 191021;Zona Centro;Web HD;Cerrado;2024-07-24;30-07-24;02/08/2024;3
WO0000005439626;139;LONCHERA CERRADURA;REEMPLAZAR;SAN MARTIN DE PORRES - 191021;Zona Centro;Web HD;Cerrado;2024-07-24;30-07-24;02/08/2024;3
WO0000005439656;190;PUERTA / MAMPARA CERRADURA;DUPLICADO DE LLAVE;IMPERIAL - 255001;Zona Sur;Web HD;Cerrado;2024-07-24;29-07-24;01/08/2024;3
WO0000005441350;257;URINARIOS;REVISAR;EL AGUSTINO - 191041;Zona Centro;Web HD;Cerrado;2024-07-25;01-08-24;04/08/2024;3
WO0000005441351;249;TOMACORRIENTES;REVISAR;EL AGUSTINO - 191041;Zona Centro;Web HD;Cerrado;2024-07-25;29-07-24;01/08/2024;3
WO0000005441355;154;OFICINA;FUMIGAR;C.B. FIORI - 191088;Zona Centro;Web HD;Cerrado;2024-07-25;11-08-24;14/08/2024;3
WO0000005441356;154;OFICINA;FUMIGAR;TOPY TOP - 191049;Zona Centro;Web HD;Cerrado;2024-07-25;21-08-24;24/08/2024;3
WO0000005441358;21;BOMBAS DE AGUA;REVISAR;AREQUIPA - 215000;Zona Norte;Web HD;Cerrado;2024-07-25;06-08-24;09/08/2024;3
WO0000005441359;257;URINARIOS;REVISAR;NAZCA - 440000;Zona Sur;Web HD;Cerrado;2024-07-25;14-08-24;17/08/2024;3
WO0000005441365;160;PANEL DE ALARMAS;REPARAR;BELAUNDE - 191018;Zona Centro;Web HD;Rechazado;2024-07-25;;;3
WO0000005441368;160;PANEL DE ALARMAS;REPARAR;CHIMPU OCLLO - 191113;Zona Centro;Web HD;Cerrado;2024-07-25;04-08-24;07/08/2024;3
WO0000005441371;160;PANEL DE ALARMAS;REPARAR;BELAUNDE - 191018;Zona Centro;Web HD;Cerrado;2024-07-25;31-07-24;03/08/2024;3
WO0000005442120;;NULL;NULL;ANGELICA GAMARRA - 191057;Zona Centro;CORREO ELECTRONICO;Cerrado;2024-07-26;29-07-24;01/08/2024;1
WO0000005442512;56;CONTADOR DE BILLETES;REPARAR;PLAZA CIVICA VENTANILLA - 192026;Zona Centro;Web HD;Rechazado;2024-07-27;;;3
WO0000005442518;221;SILLAS;REPARAR;PUENTE PIEDRA - 191035;Zona Centro;Web HD;Cerrado;2024-07-27;31-07-24;03/08/2024;3
WO0000005442522;56;CONTADOR DE BILLETES;REPARAR;SAN ROMAN - 405003;Zona Norte;Web HD;Cerrado;2024-07-27;15-08-24;18/08/2024;3
WO0000005442524;56;CONTADOR DE BILLETES;REPARAR;SAN ROMAN - 405003;Zona Norte;Web HD;Cerrado;2024-07-27;06-08-24;09/08/2024;3
WO0000005442525;92;ESCRITORIO;REPONER VIDRIO;EL PINO - 191087;Zona Centro;Web HD;Cerrado;2024-07-27;01-08-24;04/08/2024;3
WO0000005442526;56;CONTADOR DE BILLETES;REPARAR;SAN ROMAN - 405003;Zona Norte;Web HD;Cerrado;2024-07-27;06-08-24;09/08/2024;3
WO0000005442528;56;CONTADOR DE BILLETES;REPARAR;SAN ROMAN - 405003;Zona Norte;Web HD;Cerrado;2024-07-27;04-08-24;07/08/2024;3
WO0000005442529;56;CONTADOR DE BILLETES;REPARAR;SAN ROMAN - 405003;Zona Norte;Web HD;Cerrado;2024-07-27;15-08-24;18/08/2024;3
WO0000005442538;226;SISTEMA DE AUDIO;REPARAR;EL SOL - 191082;Zona Centro;Web HD;Cerrado;2024-07-27;29-07-24;01/08/2024;3
WO0000005442553;107;FOCO DICROICOS;REVISAR;COLONIAL - 192035;Zona Sur;Web HD;Cerrado;2024-07-27;29-07-24;01/08/2024;3
WO0000005442559;249;TOMACORRIENTES;REVISAR;EL AGUSTINO - 191041;Zona Centro;Web HD;Cerrado;2024-07-27;04-08-24;07/08/2024;3
WO0000005442560;199;PUNTO / CABLE DE RED;REVISAR;SAN ROMAN - 405003;Zona Norte;Web HD;Rechazado;2024-07-27;;;3
WO0000005442562;199;PUNTO / CABLE DE RED;REVISAR;SAN ROMAN - 405003;Zona Norte;Web HD;Rechazado;2024-07-27;;;3
WO0000005442581;22;BOVEDA;REPARAR;PUNO - 495000;Zona Norte;Web HD;Cerrado;2024-07-27;22-08-24;25/08/2024;3
WO0000005442586;32;CAJA BUZON;REPARAR;PUNO - 495000;Zona Norte;Web HD;Cerrado;2024-07-27;07-08-24;10/08/2024;3
WO0000005442592;49;CERRADURA;REEMPLAZAR;PUNO - 495000;Zona Norte;Web HD;Cerrado;2024-07-27;07-08-24;10/08/2024;3
WO0000005443001;190;PUERTA / MAMPARA CERRADURA;REEMPLAZAR;ABANCAY - 200000;Zona Norte;Web HD;Cerrado;2024-07-27;11-08-24;14/08/2024;3
WO0000005443004;154;OFICINA;FUMIGAR;AREQUIPA - 215000;Zona Norte;Web HD;Cerrado;2024-07-27;31-07-24;03/08/2024;3
WO0000005443005;154;OFICINA;FUMIGAR;ANDAHUAYLAS - 205000;Zona Norte;Web HD;Cerrado;2024-07-27;04-08-24;06/08/2024;3
WO0000005443006;154;OFICINA;FUMIGAR;JULIACA - 405000;Zona Norte;Web HD;Cerrado;2024-07-27;10-08-24;13/08/2024;3
WO0000005443024;241;TECHO /BALDOSAS FILTRACION;CAMBIAR;ILO - 385000;Zona Norte;Web HD;Cerrado;2024-07-27;07-08-24;10/08/2024;3
WO0000005443052;56;CONTADOR DE BILLETES;REPARAR;SANTA ANITA - 191052;Zona Sur;Web HD;Cerrado;2024-07-27;30-07-24;02/08/2024;3
WO0000005443057;56;CONTADOR DE BILLETES;REPARAR;SANTA ANITA - 191052;Zona Sur;Web HD;Cerrado;2024-07-27;03-08-24;06/08/2024;3
WO0000005443069;106;FOCO AHORRADOR;CAMBIAR;LA ENSENADA - 191149;Zona Centro;Web HD;Cerrado;2024-07-27;27-07-24;30/07/2024;3
WO0000005443078;55;CONTACTO MAGNETICO;REPARAR;CUSCO - 285000;Zona Norte;Web HD;Cerrado;2024-07-27;31-07-24;03/08/2024;3
WO0000005443097;257;URINARIOS;REVISAR;MARISCAL CACERES - 220002;Zona Sur;Web HD;Cerrado;2024-07-27;31-07-24;03/08/2024;3
WO0000005443432;57;CONTADOR DE MONEDAS;REPARAR;LA PLANICIE - 193045;Zona Sur;Web HD;Cerrado;2024-07-27;30-07-24;02/08/2024;3
WO0000005443478;5;AIRE ACONDICIONADO;REPARAR;HUAYCAN - 191085;Zona Sur;Web HD;Rechazado;2024-07-27;;;3
WO0000005443627;154;OFICINA;FUMIGAR;SAN ROMAN - 405003;Zona Norte;Web HD;Cerrado;2024-07-27;04-08-24;06/08/2024;3
WO0000005443630;154;OFICINA;FUMIGAR;QUILLABAMBA - 505000;Zona Norte;Web HD;Cerrado;2024-07-27;04-08-24;06/08/2024;3
WO0000005443640;56;CONTADOR DE BILLETES;REPARAR;LOS RUISEÃ‘ORES - 191115;Zona Sur;Web HD;Rechazado;2024-07-27;;;3
WO0000005443650;190;PUERTA / MAMPARA CERRADURA;APERTURAR;METRO AV. WIESSE - 191106;Zona Centro;Web HD;Cerrado;2024-07-27;03-08-24;06/08/2024;3
WO0000005443679;41;CAJONERA;REPARAR;BELAUNDE - 191018;Zona Centro;Web HD;Cerrado;2024-07-27;27-07-24;30/07/2024;3
WO0000005443686;73;DISPENSADOR DE AGUA;REPARAR;SAN JUAN DE LURIGANCHO - 191017;Zona Centro;Web HD;Cerrado;2024-07-27;04-08-24;07/08/2024;3
WO0000005443688;249;TOMACORRIENTES;REVISAR;HUAYCAN - 191085;Zona Sur;Web HD;Cerrado;2024-07-27;04-08-24;07/08/2024;3
WO0000005443912;154;OFICINA;FUMIGAR;RAUL FERRERO - 193012;Zona Sur;Web HD;Cerrado;2024-07-27;03-08-24;06/08/2024;3
WO0000005443924;154;OFICINA;FUMIGAR;ILO - 385000;Zona Norte;Web HD;Cerrado;2024-07-27;04-08-24;06/08/2024;3
WO0000005444201;154;OFICINA;FUMIGAR;LUREN - 380004;Zona Sur;Web HD;Cerrado;2024-07-27;03-08-24;06/08/2024;3
WO0000005444212;191;PUERTA/MAMPARA BISAGRA;REPARAR;PLAZA CIVICA VENTANILLA - 192026;Zona Centro;Web HD;Cerrado;2024-07-27;10-08-24;13/08/2024;3
WO0000005444237;5;AIRE ACONDICIONADO;REPARAR;HUAYCAN - 191085;Zona Sur;Web HD;Cerrado;2024-07-27;31-07-24;03/08/2024;3
WO0000005444240;251;TUBERIA DE AGUA;REPARAR;HUAYCAN - 191085;Zona Sur;Web HD;Cerrado;2024-07-27;31-07-24;03/08/2024;3
WO0000005444241;69;DETECTOR DE BILLETES;REPARAR;HUAYCAN - 191085;Zona Sur;Web HD;Cerrado;2024-07-27;04-08-24;07/08/2024;3
WO0000005444274;108;FOCO FLOURESCENTES;CAMBIAR;MESA REDONDA - 191069;Zona Sur;Web HD;Cerrado;2024-07-27;31-07-24;03/08/2024;3
WO0000005444287;29;CABLE VGA;REEMPLAZAR;ROSA TORO - 193022;Zona Centro;Web HD;Cerrado;2024-07-27;08-08-24;11/08/2024;2
WO0000005444701;123;INODOROS;REVISAR;IMPERIAL - 255001;Zona Sur;Web HD;Cerrado;2024-07-27;31-07-24;03/08/2024;3
WO0000005444732;65;CREDENZA CERRADURA;APERTURAR;LA RAMBLA BRASIL - 191166;Zona Sur;Web HD;Cerrado;2024-07-27;29-07-24;01/08/2024;3
WO0000005444735;136;LLAVE SHUNT;REPARAR;LA RAMBLA BRASIL - 191166;Zona Sur;Web HD;Cerrado;2024-07-27;29-07-24;01/08/2024;3
WO0000005444737;5;AIRE ACONDICIONADO;REPARAR;ILO - 385000;Zona Norte;Web HD;Cerrado;2024-07-27;31-08-24;03/09/2024;3
WO0000005444743;163;PARED;PINTAR;QUILCA - 191160;Zona Centro;Web HD;Cerrado;2024-07-27;05-08-24;08/08/2024;3
WO0000005445200;214;SENSOR DE ANIEGO;REPARAR;JAUREGUI - 405005;Zona Norte;Web HD;Cerrado;2024-07-28;29-07-24;01/08/2024;3
WO0000005445288;214;SENSOR DE ANIEGO;REPARAR;VITARTE - 191043;Zona Sur;Web HD;Cerrado;2024-07-28;29-07-24;01/08/2024;3
WO0000005445291;55;CONTACTO MAGNETICO;REPARAR;PARQUE INDUSTRIAL (AREQUIPA) - 215005;Zona Norte;Web HD;Cerrado;2024-07-28;29-07-24;01/08/2024;3
WO0000005445292;215;SENSOR DE MAMPARA;REPARAR;MENDIOLA - 191078;Zona Centro;Web HD;Cerrado;2024-07-28;29-07-24;01/08/2024;3
